alim_code;alim_nom_fr;Energie (kcal/100 g);Protéines (g/100 g);Glucides (g/100 g);Lipides (g/100 g)
18035;Limonade, non sucrée, avec édulcorants;-;0,067;0,1;0
18037;Cola, sucré, avec édulcorants;-;0,0093;6,65;0,0033
18039;Diabolo (limonade et sirop);-;0,075;10,6;traces
18048;Boisson gazeuse aux fruits (teneur en jus non spécifiée), sucrée (aliment moyen);46,6;0,068;11,2;0,03
18049;Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée;-;0,081;9,97;0,051
18051;Boisson gazeuse aux fruits (de 10 à 50% de jus), non sucrée, avec édulcorants;-;0,073;1,39;0,014
18057;"Boisson préparée à partir de boisson concentrée à diluer, non sucrée, avec édulcorants, type ""sirop 0%"", diluée dans l'eau";-;< 0,5;2,42;0
18058;Boisson préparée à partir de sirop à diluer type menthe, fraise, etc, sucré, dilué dans l'eau;-;0,055;7,7;0
18060;Cola, non sucré, avec édulcorants;1,3;0,081;0,11;0,053
18062;Boisson au thé, aromatisée, teneur en sucre et édulcorant inconnue (aliment moyen);27,3;0,028;6,11;0,0092
18063;Cola, teneur en sucre et édulcorant inconnue (aliment moyen);30,7;0,089;7,45;0,059
18064;Boisson au thé, aromatisée, à teneur réduite en sucres;-;0;-;0
18065;Boisson au thé, aromatisée, non sucrée, avec édulcorants;-;0,014;0,34;0
18067;Cola, sucré, sans caféine;43,8;traces;11;traces
18068;Cola, non sucré, avec édulcorants, sans caféine;0,87;0;0,2;0
18075;Boisson au thé, aromatisée, sucrée;27,3;0,033;6,76;< 0,022
18078;Boisson gazeuse, sans jus de fruit, sucrée, avec édulcorants;-;0;6,8;0
18304;Boisson plate aux fruits (10 à 50% de jus), à teneur réduite en sucres;-;0,014;5,16;0,01
18309;Boisson plate aux fruits (teneur en jus non spécifiée), sucrée;-;0,1;11,2;0,07
18339;Boisson plate aux fruits (10 à 50% de jus), sucrée;-;0,13;10,1;0,06
18340;Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, avec édulcorants;-;0,063;0,45;0,13
18341;Boisson gazeuse à la pomme (de 50 à 99% de fruits), non sucrée;-;0;7,5;0
18344;Tonic ou bitter, sucré;-;0,068;8,28;0,066
18345;Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, sans édulcorant;-;0;4,17;0
18352;Boisson énergisante, sucrée;-;0,2;11,9;0
18353;Boisson énergisante, non sucrée, avec édulcorants;-;0,073;0,95;0,1
18343;Boisson au jus de fruit et au lait;47,5;0,56;9,63;0,3
19120;Boisson lactée aromatisée (arôme inconnu), sucrée, au lait partiellement écrémé, enrichie et/ou restaurée en vitamines et/ou minéraux (aliment moyen);;2,93;12,1;1,08
19122;Boisson lactée aromatisée au chocolat, sucrée, au lait partiellement écrémé, enrichie et/ou restaurée en vitamines et/ou minéraux;63,8;2,75;10,8;0,99
19127;Boisson lactée aromatisée à la fraise, sucrée, au lait partiellement écrémé, enrichie à la vitamine D;52,6;2,17;10;0,45
18041;Lait de coco ou Crème de coco;188;1,77;3,4;18,4
18107;Boisson à l'amande, nature, non sucrée, non enrichie, préemballée;36,3;1,06;0,68;3,2
18110;Boisson à l'amande, sucrée, enrichie en calcium, préemballée;44,4;0,69;3,96;2,8
18305;Boisson plate aux fruits (10 à 50% de jus), non sucrée, avec édulcorants;-;0,1;1,4;0,1
18900;Boisson au soja, nature, non enrichie, préemballée;37,1;3,31;0,7;2,07
18901;Boisson au soja, nature, enrichie en calcium, préemballée;44,2;3,42;2,18;2,05
18902;Boisson au soja, aromatisée, sucrée, non enrichie, préemballée;60,5;2,96;7,24;1,92
18903;Boisson au soja, aromatisée, sucrée, enrichie en calcium, préemballée;42,8;3,01;2,89;1,8
18904;Boisson au riz, nature, préemballée;53,7;< 0,46;10,8;1
18905;Boisson à base d'avoine, nature, préemballée;42,6;< 0,46;7,8;1,1
18906;Boisson à la châtaigne, nature, préemballée;68,9;< 0,42;13,5;1,4
18907;Boisson à la noix de coco, nature, préemballée;31,4;< 0,42;2,75;2,1
29209;Boisson au soja et jus de fruits concentrés, préemballée;56,2;2,3;9,5;1
18004;Café, non instantané, non sucré, prêt à boire;6,88;< 0,5;1,35;0,018
18020;Thé infusé, non sucré;0,063;0;0;0,007
18022;Tisane infusée, non sucrée;0,87;0;0,2;0,008
18070;Café décaféiné, non instantané, non sucré, prêt à boire;4,42;0,1;0,6;0,18
18071;Café expresso, non instantané, non sucré, prêt à boire;7,64;< 0,5;1,16;0,2
18072;Café décaféiné, instantané, non sucré, prêt à boire;2,1;0,12;0,4;0,002
18073;Café, instantané, non sucré, prêt à boire;1,64;0,1;0,3;0,004
18104;Boisson cacaotée ou au chocolat, instantanée, sucrée, prête à boire (reconstituée avec du lait demi-écrémé standard);69,3;3,78;9,5;1,42
18106;Boisson cacaotée ou au chocolat, instantanée, sucrée, enrichie en vitamines, prête à boire (reconstituée avec du lait demi-écrémé standard);71,9;4,08;9,91;1,71
18151;Café au lait, café crème ou cappuccino, instantané ou non, non sucré, prêt à boire;21,5;1,39;2,31;0,76
18153;Chicorée et café, instantané, non sucré, prête à boire (reconstituée avec du lait demi-écrémé standard);53,7;3,74;5,9;1,62
18154;Thé noir, infusé, non sucré;1,26;0;0,3;0,007
18155;Thé vert, infusé, non sucré;5,1;0;1,09;0
18156;Thé oolong, infusé, non sucré;0;0;0;0
18161;Chicorée, instantanée, non sucrée, prête à boire (reconstituée avec du lait demi-écrémé standard);93,5;traces;7,1;7,1
18162;Chicorée et café, instantané, non sucré, prêt à boire (reconstituée avec de l'eau);28,7;0,56;6,06;< 0,3
18003;Café, moulu;397;14,4;40,2;15,4
18005;Café, poudre soluble;296;19,4;42,6;1,1
18017;Sirop à diluer, sucré;255;< 0,5;62,6;< 0,5
18059;"Boisson concentrée à diluer, sans sucres ajoutés, avec édulcorants, type ""sirop 0%""";21,7;< 0,5;2,76;< 0,5
18069;Café, décaféiné, poudre soluble;357;12,7;76;0,2
18076;Thé, feuille;232;19,4;6,3;2
18100;Cacao, non sucré, poudre soluble;387;22,4;11,6;20,6
18101;Poudre cacaotée ou au chocolat pour boisson, sucrée;379;6,65;75,6;3,29
18102;Poudre maltée, cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines et minéraux;-;9,9;79,4;5,03
18150;Chicorée et café, poudre soluble;332;9,3;66,9;0,35
18152;Chicorée, poudre soluble;323;3,3;57,2;2,5
18160;Café au lait ou cappuccino, poudre soluble;416;12,2;70,1;8,8
18163;Café au lait ou cappuccino au chocolat, poudre soluble;402;11,2;67,1;9,13
18167;Poudre cacaotée ou au chocolat sucrée pour boisson, enrichie en vitamines et minéraux;376;4,68;79,3;3,04
18168;Poudre cacaotée ou au chocolat pour boisson, sucrée, enrichie en vitamines;386;4,29;85;2,04
18220;Citron ou Lime, spécialité à diluer pour boissons, sans sucres ajoutés;19,7;< 0,5;1,31;0
1006;Vin doux;-;0,2;10,5;0
5100;Pétillant de fruits;-;0;6,95;0
5201;Vin blanc mousseux;-;0;1,7;0
5207;Champagne;-;0,3;2,81;0
5209;Vin blanc mousseux aromatisé;-;0,2;5,1;0
5210;Vin (aliment moyen);;0,09;3,29;0
5214;Vin rouge;82,1;0,07;2,63;0
5215;Vin blanc (sec);-;< 0,5;4,04;0
5216;Vin rosé;-;0;1,6;0
5000;Bière brune;-;0,43;4,1;traces
5001;"Bière ""coeur de marché"" (4-5° alcool)";-;0,39;2,7;0
5002;Bière forte (>8° alcool);-;0,63;4,6;0
5003;Cidre (aliment moyen);;0,069;3,22;0,083
5006;Cidre brut;-;0;2,62;0
5007;Cidre doux;37,5;< 0,5;5,09;< 0,6
5008;Bière faiblement alcoolisée (3° alcool);-;0,31;4,62;< 0,05
5009;Bière blanche;34,6;< 0,5;0,43;< 0,6
5010;"Bière ""spéciale"" (5-6° alcool)";-;0,48;4,55;< 0,05
5011;"Bière ""de spécialités"" ou d'abbaye, régionales ou d'une brasserie (degré d'alcool variable)";-;0,63;3,2;0
5020;Cidre traditionnel;-;0;1,87;0
5021;Cidre bouché demi-sec;48;< 0,5;4,4;< 0,6
5022;Cidre aromatisé (framboise);35,4;< 0,5;5,34;< 0,6
5030;Bière sans alcool (<1,2° alcool);25,3;0,31;4,89;< 0,05
1000;Pastis;274;0;2,86;0
1001;Eau de vie;229;0;0,37;0
1002;Gin;265;0;0;0
1003;Liqueur;328;0,1;39,6;0,3
1004;Rhum;256;0;0;0
1005;Whisky;252;0;0,096;0
1007;Apéritif à base de vin ou vermouth;-;0,054;11,3;0
1008;Vodka;242;0;0;0
1010;Pastis, prêt à boire (1+ 5);27,6;0;6,89;0
1011;Apéritif anisé sans alcool;-;0;1;0
1014;Alcool pur;660;0;0;0
1015;Marsala;211;0,1;27,9;0
1016;Marsala aux oeufs;153;0;12,4;0
1021;Crème de cassis;245;0;41;0
1023;Eau de vie de vin, type armagnac, cognac;228;0;1;0
1024;Eau de vie, type calvados;-;0;0;0
1026;Saké ou Alcool de riz;133;0;5;0
1012;Cocktail à base de rhum;-;0;22,5;2,19
1013;Cocktail à base de whisky;-;0;15,9;0,02
1017;Sangria;-;0;10,3;0,05
1018;Kir (au vin blanc);-;0,18;7,36;0
1019;Kir royal (au champagne);-;0,25;7,97;0
1022;Cocktail type punch, 16% alcool;-;0,6;17,8;< 0,6
2008;Cocktail sans alcool (à base de jus de fruits et de sirop);-;0,5;12,8;0
5004;Panaché (limonade et bière);36,2;0;5,63;0
5005;Panaché préemballé (<1° alc.);25,4;0,48;4,93;< 0,05
11506;Édulcorant à l'aspartame, en pastilles;216;6,35;69,3;0
11509;Édulcorant à l'aspartame, en poudre;-;0,63;94,7;< 0,25
11510;Vermicelles multicolores;-;0,5;93;5
31008;Miel;-;0,56;81,7;0
31016;Sucre blanc;-;0;99,8;0
31017;Sucre roux;-;0,12;97,3;0
31034;Sirop d'érable;-;0,04;67,1;0,06
31044;Sucre vanillé;-;0,1;99;0,33
31046;Caramel liquide ou nappage caramel;-;0;81;0
31064;Édulcorant à la saccharine;-;1,25;88,8;0
31067;Mélasse de canne;-;0;74,7;0,1
31076;Sucre allégé à l'aspartame;-;0,81;98,7;0
31077;Fructose;-;0;99,8;0
31087;Édulcorant à base d'extrait de stévia;238;traces;98;0,2
31089;Sirop d'agave;-;< 0,5;78,1;0,5
31000;Barre chocolatée biscuitée;523;6,14;60,5;28,1
31001;Barre chocolatée non biscuitée enrobée;496;3,7;66,4;24,1
31002;Barre à la noix de coco, enrobée de chocolat;475;3,88;60,2;23,8
31004;Chocolat au lait, tablette;537;7,5;55,6;30,8
31005;Chocolat noir à moins de 70% de cacao, à croquer, tablette;-;6,63;42,9;33,8
31009;Chocolat au lait aux céréales croustillantes, tablette;-;7,15;60,6;26,6
31010;Chocolat blanc, tablette;-;6,16;57,1;34,2
31012;Barres ou confiserie chocolatées au lait;551;8,75;50,9;34,2
31018;Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette;-;8,43;48,7;35,9
31020;Chocolat au lait sans sucres ajoutés, avec édulcorants, tablette;487;5,75;54,2;34,6
31026;Chocolat blanc aux fruits secs (noisettes, amandes, raisins, praliné) , tablette;-;7,64;48;39,1
31030;Chocolat noir sans sucres ajoutés, avec édulcorants, en tablette;525;8,48;34,1;42,3
31032;Pâte à tartiner chocolat et noisette;-;5,02;57,9;32,4
31041;Confiserie au chocolat dragéifiée;505;5,49;65;24,3
31042;Cacahuètes enrobées de chocolat dragéifiées;499;9,5;55,9;25
31063;Bouchée chocolat fourrage fruits à coques et/ou praliné;-;9,1;51,5;34,7
31066;Rocher chocolat fourré praliné;-;6,53;51,4;35,3
31069;Chocolat noir aux fruits (orange, framboise, poire), tablette;-;6,8;45,3;34,4
31070;Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette;567;8,69;40,7;39
31071;Barre chocolatée aux fruits secs;494;7,23;57,6;26
31072;Chocolat noir fourrage confiseur à la menthe;-;2,9;70,5;16
31073;Barre goûter frais au lait et chocolat;-;6,81;41;28,5
31074;Chocolat noir à 70% cacao minimum, extra, dégustation, tablette;591;10,4;26,9;46,3
31079;Chocolat au lait fourré;-;4,8;45,5;45
31080;Chocolat noir fourré praliné, tablette;-;6,38;52,4;34,8
31084;Chocolat au lait fourré au praliné, tablette;-;7,29;52,9;34,9
31085;Chocolat noir à 40% de cacao minimum, à pâtisser, tablette;-;6,39;51,4;33,1
31091;Bonbon / bouchée au chocolat fourrage gaufrettes / biscuit;-;6,5;55,1;29,4
31098;Barre chocolat au lait avec nougat;532;5,8;60,5;29
31099;Barre goûter frais au lait et chocolat avec génoise;-;6,68;39;34,2
31120;Chocolat, en tablette (aliment moyen);557;7,81;45,3;36,1
31003;Bonbons, tout type;-;1,75;86,5;6,32
31007;Chewing-gum, sucré;372;< 0,5;90,6;0,32
31014;Pâte de fruits;336;1,69;76,6;1,8
31021;Zeste d'orange confit;-;0,2;82,7;0,2
31023;Marron glacé;324;0,94;79,5;< 0,5
31027;Fruit confit;298;< 0,5;72,3;< 0,3
31033;Nougat ou touron;-;7,88;62,5;25,2
31036;Dragée amande;-;5;73,9;17,2
31050;Guimauve ou marshmallow;-;3,67;78,7;1,42
31054;Chewing-gum, sans sucre;228;0,69;78,1;0,45
31059;Bonbon dur et sucette;-;< 0,19;95,4;0,35
31060;Bonbon gélifié;-;6,28;80,2;0,25
31081;Bonbon au caramel, mou;-;2,95;83,7;8,04
31092;Calissons d'Aix en Provence;440;7,88;60,3;18
31093;Guimauve ou marshmallow, enrobé de chocolat;-;4,65;66,2;10,3
31094;Bonbon dur au caramel;-;1,21;72,5;6
31121;Chewing-gum, teneur en sucre inconnue (aliment moyen);279;0,53;82,5;0,41
30999;Confiture ou Marmelade, tout type de fruits, teneur en sucre inconnue (aliment moyen);228;0,37;56,5;0,29
31006;Confiture ou Marmelade, tout type de fruits (aliment moyen);249;0,29;60,2;0,31
31024;Confiture de fraise (extra ou classique);251;< 0,5;60,5;0,5
31037;Confiture d'abricot (extra ou classique);247;< 0,5;59,7;0,3
31038;Confiture de cerise (extra ou classique);-;0,38;60,9;0,16
31039;Marmelade d'orange;246;< 0,5;59,3;0,4
31040;Confiture de lait;-;6,45;58;5,45
31053;Confiture de prune (extra ou classique);-;0,27;59,3;0,1
31062;Confiture de framboise (extra ou classique);-;0,47;61;0,21
31068;Confiture de myrtilles (extra ou classique);246;< 0,5;58,9;0,4
31082;Préparation de fruits divers (en taux de sucres : confitures allégées en sucres < préparations de fruits < confitures);-;0,49;43,4;0,33
31086;Gelée de fruits divers (extra ou classique);-;0,35;61,6;0,17
31095;Gelée de groseille (extra ou classique);246;< 0,5;59,6;< 0,3
31110;Confiture, tout type de fruits, allégée en sucres (extra ou classique);162;0,75;38;< 0,3
7225;Pain brioché ou viennois;356;9,76;55,5;9,38
7600;Viennoiserie (aliment moyen);380;7,77;49,1;16,2
7602;Croissant, sans précision;375;6,65;40,4;20
7615;Croissant ordinaire, artisanal;412;6,33;47,6;21,1
7620;Croissant au beurre, artisanal;420;6,61;45,7;22,6
7650;Croissant aux amandes, artisanal;446;7,62;35,9;29,1
7710;Pain au lait, artisanal;382;8,55;50,6;15,4
7711;Pain au lait, préemballé;359;8,94;52,2;12,3
7712;Pain au lait aux pépites de chocolat, préemballé;369;8,51;52;13,5
7720;Pain aux raisins (viennoiserie);333;5,11;55,9;9
7730;Pain au chocolat feuilleté, artisanal;423;7,47;45,4;22,5
7733;Pain au chocolat, préemballé;425;6,9;46,8;22,3
7735;Brioche (ou briochettes) aux pépites de chocolat, préemballée;348;8,56;51,6;11,2
7737;Brioche fourrée au chocolat;351;7,47;53,2;11,6
7738;Brioche fourrée aux fruits, préemballée;346;6,9;50,5;12,1
7739;"Brioche fourrée crème pâtissière (type ""chinois""), préemballée";300;6,22;49,2;8,41
7740;Brioche, préemballée;354;8,13;52,7;11,8
7741;Brioche, sans précision;401;11,3;46;19,1
7742;Brioche, de boulangerie traditionnelle;374;9,81;49,2;14,7
7744;Couronne de Noël (Brioche) aux fruits confits, préemballée;355;7,2;53,3;12,3
7745;Brioche pur beurre, préemballée;366;8;51,6;14
23467;Chouquette;381;7,76;42,6;18,6
23480;Chausson aux pommes;338;4,17;36,6;18,7
7412;Tartine craquante, extrudée et grillée, fourrée au chocolat;-;7,85;64,3;16
7413;Tartine craquante, extrudée et grillée, fourrée aux fruits;-;4,91;74,7;6,44
23027;Macaron sec;-;6,9;77,7;10,2
24000;Biscuit sec, sans précision;-;6,9;65;20,6
24001;Biscuit sec nature;-;6,77;70;15,1
24002;Biscuit sec à teneur garantie en vitamines;-;9,63;72,6;14,2
24003;Biscuit sec à teneur garantie en vitamines et minéraux;-;10,8;61,9;19,8
24004;Biscuit sec aux fruits, hyposodé;-;10,8;61,4;15,8
24005;Biscuit sec aux fruits hyposodé, sans sucres ajoutés;-;22,7;47,6;20,7
24007;Biscuit sec croquant au chocolat, allégé en matière grasse;-;7;69;11
24008;Biscuit sec fourré aux fruits, allégé en matière grasse;-;4,69;75,3;7,2
24009;Spéculoos;-;5,94;69;19,7
24010;Biscuit sec, avec matière grasse végétale;-;7,23;74,7;11,8
24011;Biscuit sec, petits fours en assortiment;-;6,44;61,4;26,4
24015;Biscuit sec petit beurre;-;8,06;74,5;12,1
24016;Biscuit sec avec tablette de chocolat;-;6,62;63,3;24,1
24017;Biscuit sec petit beurre au chocolat;-;7,19;71,1;16
24030;Biscuit sec au lait;-;8,25;73,9;11,5
24031;Biscuit sec croquant (ex : tuile) sans chocolat, allégé en matière grasse;-;5,63;80,1;8,8
24034;Biscuit sec pour petit déjeuner;-;7,81;65,8;16,3
24035;Biscuit sec pour petit déjeuner, allégé en sucres;-;7,68;66,3;16
24036;Biscuit sec chocolaté, préemballé;-;6,43;61,7;26,9
24037;Biscuit sec fourré à la pâte ou purée de fruits;-;4,43;69,2;9,11
24038;Biscuit sec avec nappage chocolat;-;6,93;61,9;25
24039;Barre biscuitée fourrée aux fruits, allégée en matière grasse;-;3,32;75,7;7,12
24040;Biscuit sec pour petit déjeuner, au chocolat;-;6,5;69,7;16,6
24041;Biscuit aux céréales pour petit déjeuner, enrichis en vitamines et minéraux;445;7,44;67,7;15,7
24049;Biscuit sec au beurre, sablé, galette ou palet;-;6,4;64,8;22,7
24050;Biscuit sec au beurre, sablé, galette ou palet, au chocolat;-;6,64;61;25,3
24051;Biscuit sec chocolaté, type barquette;-;7,39;60,9;22,8
24052;Biscuit sec chocolaté, type tartelette;-;6,65;60,2;25,8
24053;Biscuit sec chocolaté, type galette;-;6,84;63,7;23,5
24054;Biscuit sec, sablé, galette ou palet, aux fruits;-;5,93;67,6;19,3
24055;Biscuit sec fourré fruits à coque (non ou légèrement chocolaté);511;5,5;59,8;27,2
24056;Florentin (biscuit sec sucré chocolaté aux amandes);514;9,31;50,7;28,7
24060;Biscuit pâtissier meringué;-;7,42;56;30,7
24070;Sablé à la noix de coco;-;7,1;66,5;20,1
24071;Sablé pâtissier, artisanal;-;8,38;59,4;22,9
24072;Sablé aux fruits (pomme, fruits rouges, etc.);-;5,85;66;21,1
24080;Sablé au cacao ou chocolat, au praliné ou autre;-;6,63;61,2;24,6
24225;"Goûter sec fourré (""sandwiché"") parfum lait ou vanille";-;5,36;71,2;18,6
24231;"Goûter sec fourré (""sandwiché"") parfum chocolat";-;6,7;67,9;18
24240;"Goûter sec fourré (""sandwiché"") parfum fruits";-;6,64;73,3;17,4
24300;Gaufrette ou éventail sans fourrage;-;9;76,8;8
24311;Gaufrette fourrée chocolat, préemballée;-;6,38;57,2;29,8
24312;Gaufrette fourrée fruits à coque (noisette, amande, praline, etc.), chocolatée ou non, préemballée;-;7,31;59,6;26,4
24313;Gaufrette, fourrée vanille, préemballée;538;5,75;60,1;30,1
24320;Gaufrette fourrée, aux fruits;-;4,43;82,4;1,58
24360;Cigarette;-;5,29;63;27,5
24370;Crêpe dentelle;-;6,27;72,1;15,5
24371;Crêpe dentelle au chocolat, préemballée;-;5,91;67,9;21,8
24430;Biscuit sec aux oeufs à la cuillère (cuiller) ou Boudoir;-;7,98;79,9;3,77
24441;Biscuit sec type langue de chat ou cigarette russe;-;5,66;77,9;10,7
24520;Meringue;-;4,11;94,3;< 0,5
24615;Biscuit sec ou tuile, aux amandes;471;7,8;68;18,1
24616;Biscuit sec type tuile, aux fruits;384;5,43;74,9;8,28
24659;Biscuit sec feuilleté, type palmier ou autres;-;6,1;60,5;27,6
24660;Palmier, artisanal;-;5,93;53,1;28,2
24678;Biscuit sec (génoise) nappage aux fruits, type barquette;341;4,44;74,4;2,1
24679;Biscuit sec nappé aux fruits, tartelette;-;4,7;71,3;14,2
24680;Biscuit moelleux fourré à l'orange et enrobé de sucre glace;-;4,25;79,3;1,92
24684;Cookie aux pépites de chocolat;-;6,47;59;25,9
24685;Cône ou cornet classique, pour glace;-;7,5;80,4;5
24686;Génoise sèche fourrée aux fruits et nappée de chocolat;-;3,23;69,5;10,6
24690;Biscuit sec pauvre en glucides;-;20,8;43,8;18,5
32000;Grains de blé soufflés au miel ou caramel, enrichis en vitamines et minéraux;391;8;82,2;2,2
32001;Céréales pour petit déjeuner chocolatées, non fourrées, enrichies en vitamines et minéraux;408;8,13;70,4;8,9
32002;Céréales pour petit déjeuner riches en fibres, avec ou sans fruits, enrichies en vitamines et minéraux;360;11,5;59,3;4,42
32003;Céréales pour petit déjeuner (aliment moyen);398;7,78;75,3;6,08
32004;Muesli (aliment moyen);418;7,49;66,6;12,2
32005;Pétales de maïs natures, enrichis en vitamines et minéraux;377;7,4;83,2;0,87
32006;Riz soufflé nature, enrichi en vitamines et minéraux;391;6,66;87;1,5
32008;Céréales pour petit déjeuner riches en fibres, au chocolat, enrichies en vitamines et minéraux;386;10,7;64;6,75
32009;Pétales de blé chocolatés, enrichis en vitamines et minéraux;388;9,04;77,7;3,24
32011;Pétales de blé chocolatés (non enrichis en vitamines et minéraux);388;8,48;80,1;2,64
32012;Riz soufflé chocolaté (non enrichi en vitamines et minéraux);388;6,01;84,2;2,2
32013;Céréales chocolatées pour petit déjeuner, non fourrées, (non enrichies en vitamines et minéraux);386;7,73;79,6;2,93
32014;Pétales de maïs natures (non enrichis en vitamines et minéraux);380;8,14;82,8;1,05
32016;Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes, enrichies en vitamines et minéraux;433;7,81;69,2;13
32017;Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes;442;7,33;67,2;14,8
32018;Céréales pour petit déjeuner fourrées, fourrage autre que chocolat, enrichies en vitamines et minéraux;419;8,42;64,7;13,3
32021;"Céréales pour petit déjeuner ""équilibre"" nature ou au miel, enrichies en vitamines et minéraux";382;11,4;78,6;1,65
32022;"Céréales pour petit déjeuner ""équilibre"" au chocolat, enrichies en vitamines et minéraux";394;7,5;73,9;5,9
32023;"Céréales pour petit déjeuner ""équilibre"" aux fruits, enrichies en vitamines et minéraux";378;10,5;77,9;1,74
32025;"Céréales pour petit déjeuner ""équilibre"" aux fruits secs (à coque), enrichis en vitamines et minéraux";394;8,91;75,5;4,93
32028;"Céréales pour petit déjeuner ""équilibre"" au chocolat (non enrichies en vitamines et minéraux)";411;10,3;74,6;7,01
32029;"Céréales pour petit déjeuner ""équilibre"" aux fruits (non enrichies en vitamines et minéraux)";378;10,5;78,7;1,4
32030;"Céréales pour petit déjeuner ""équilibre"" nature (non enrichies en vitamines et minéraux)";379;11,3;79;1,25
32031;Céréales pour petit déjeuner, enrichies en vitamines et minéraux (aliment moyen);401;7,51;75;6,77
32032;Céréales pour petit déjeuner, non enrichies en vitamines et minéraux (aliment moyen);388;8,23;79,2;3,24
32107;Pétales de maïs glacés au sucre (non enrichis en vitamines et minéraux);379;4,4;88;0,6
32108;Muesli croustillant aux fruits et/ou fruits secs, graines (non enrichi en vitamines et minéraux);436;8,88;59,7;16,7
32109;Muesli croustillant au chocolat (non enrichi en vitamines et minéraux);442;8,57;63,2;16,7
32110;Muesli floconneux aux fruits ou fruits secs, enrichi en vitamines et minéraux;361;9,19;65,4;5
32111;Muesli croustillant aux fruits ou fruits secs, enrichi en vitamines et minéraux;460;5,67;68,4;17,3
32112;Muesli croustillant au chocolat, avec ou sans fruits, enrichi en vitamines et minéraux;451;9,13;62,7;16,7
32113;Muesli floconneux aux fruits ou fruits secs, sans sucres ajoutés;400;10,7;61,6;11
32115;Grains de blé soufflés chocolatés, enrichis en vitamines et minéraux;385;8,82;75,2;4,01
32116;Céréales pour petit déjeuner très riches en fibres, enrichies en vitamines et minéraux;338;14;49;3,5
32121;Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux;374;5,77;84,7;0,63
32123;Pétales de blé avec noix, noisettes ou amandes, enrichis en vitamines et minéraux;386;10,3;67,9;6,3
32128;Muesli floconneux ou de type traditionnel;382;10,6;68,5;4,83
32129;Boules de maïs soufflées au miel (non enrichies en vitamines et minéraux);393;5,71;86,2;2,35
32130;Blé khorasan complet soufflé;378;6,68;80,5;1,96
32131;Riz soufflé chocolaté, enrichi en vitamines et minéraux;390;6,22;83,2;2,82
32133;Boules de maïs soufflées au miel, enrichies en vitamines et minéraux;384;5,5;85,3;1,8
32134;Céréales complètes soufflées, enrichies en vitamines et minéraux;385;7,42;76,8;3,85
32135;Multi-céréales soufflées ou extrudées, enrichies en vitamines et minéraux;392;7,39;79,4;4,27
32136;Muesli croustillant, au quinoa;-;9,92;71,2;10,7
32138;Muesli floconneux aux fruits ou fruits secs (non enrichi en vitamines et minéraux);369;9,5;61,7;6,9
32139;Muesli enrichi en vitamines et minéraux (aliment moyen);424;6,96;67,3;12,8
32140;Flocon d'avoine précuit;370;11;58;7,7
32141;Muesli non enrichi en vitamines et minéraux (aliment moyen);401;9,2;60,7;11,6
31100;Barre céréalière pour petit déjeuner au lait, chocolatée ou non, enrichie en vitamines et minéraux;382;7,06;79,5;3,2
31101;"Barre céréalière ""équilibre"" aux fruits, enrichie en vitamines et minéraux";379;6,13;72,8;6,53
31102;"Barre céréalière ""équilibre"" chocolatée, enrichie en vitamines et minéraux";418;5,99;72,9;10,9
31104;Barre céréalière diététique hypocalorique;386;5,9;65,3;11,2
31106;Barre céréalière chocolatée;451;6,55;73;14,9
31113;Barre céréalière aux fruits;377;5,49;73,5;7,07
31114;Barre céréalière aux amandes ou noisettes;444;8,69;60,6;18,2
31115;Barre céréalière chocolatée aux fruits;-;5,7;70,4;11,8
19688;Baba au rhum, préemballé;169;2,83;23,6;3,86
23000;Gâteau (aliment moyen);;5,27;53,5;17,8
23005;Gâteau Paris-Brest (pâte à choux crème mousseline praliné);-;5,44;26,1;24,9
23006;Gâteau au chocolat type forêt noire (génoise au chocolat et crème multi-couches, avec ou sans cerises);-;4,13;34,2;19
23007;Gâteau mousse de fruits sur génoise, type miroir, bavarois;-;3,87;31,6;12,2
23008;Entremets type Opéra;-;5,19;39,6;24
23009;Fraisier ou framboisier;-;3,31;26,7;15,5
23021;Baba au rhum;-;2,25;36,3;9,9
23022;Canelé;-;5,31;59,4;3,7
23024;Macaron moelleux fourré à la confiture ou à la crème;-;10;49,7;21,2
23030;Bûche de Noël pâtissière;-;4,2;30,7;19,7
23032;Brownie au chocolat, préemballé;458;5,94;50,6;25,4
23033;Rocher coco ou Congolais (petit gâteau à la noix de coco);-;4,46;53,7;24,1
23050;Biscuit de Savoie;-;5,9;56,3;0,8
23080;Quatre-quarts, fabrication artisanale;-;5,94;46;25,6
23081;Quatre-quarts, préemballé;-;5,94;48,2;23,9
23082;Barre pâtissière, préemballé;-;5,38;54,7;14,9
23103;Gâteau au citron, tout type;-;5;54;21,3
23121;Far aux pruneaux;-;5,13;32;8
23122;Kouign Amann;-;5,81;48,7;25,1
23200;Pain d'épices;-;2,94;71,5;1,1
